Time(s),Target_Vx,Go1_Vx,Target_YawRate,Go1_YawRate,Target_Roll,Go1_Roll,Stab_Roll,Obj_Roll,Target_Pitch,Go1_Pitch,Stab_Pitch,Obj_Pitch,Go1_Accel_X,Go1_Accel_Y,Go1_Accel_Z
2.147,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.157,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.168,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.178,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.188,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.199,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.209,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.219,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.229,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.240,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.250,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.260,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.270,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.280,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.290,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.300,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.310,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.321,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.331,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.341,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.351,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.361,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.371,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.382,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.392,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.402,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.413,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.423,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.434,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.444,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.454,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.465,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.475,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.485,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.495,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.506,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.516,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.526,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.537,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.547,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.557,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.567,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.577,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.587,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.598,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.608,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.618,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.628,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.639,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.649,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.659,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.670,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.680,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.690,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.701,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.711,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.721,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.732,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.742,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.753,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.763,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.774,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.784,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.795,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.805,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.815,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.825,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.836,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.846,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.857,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.867,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.877,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.888,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.898,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.909,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.919,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.930,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.940,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.950,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.961,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.971,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.982,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.992,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.002,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.013,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.023,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.033,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.043,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.054,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.064,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.074,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.084,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.095,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.105,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.115,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.125,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.136,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.146,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.157,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.167,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.178,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.188,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.199,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.209,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.219,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.229,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.239,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.249,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.260,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.270,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.280,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.290,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.300,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.311,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.321,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
3.332,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
